Age,Gender,MaritalStatus,IncomeLevel,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,AmountSpent,ProductCategory,MonthYear,ChurnStatus,IncomeLevelClass
49.0,F,Widowed,Low,2022-08-25,Feedback,Resolved,2023-06-03,24.0,Online Banking,100.36,Electronics,2022-06,0.0,1
31.0,F,Divorced,High,2022-09-16,Inquiry,Unresolved,2023-10-12,12.0,Mobile App,281.66,Groceries,2022-05,0.0,3
25.0,M,Married,High,2022-01-26,Complaint,Unresolved,2023-07-24,29.0,Online Banking,310.6,Groceries,2022-08,0.0,3
42.0,M,Divorced,Medium,2022-04-27,Inquiry,Unresolved,2023-03-03,35.0,Online Banking,81.78,Furniture,2022-05,0.0,2
33.0,F,Married,Medium,2022-07-15,Inquiry,Unresolved,2023-06-14,37.0,Website,151.94,Groceries,2022-06,0.0,2
59.0,F,Widowed,Medium,2022-03-15,Complaint,Resolved,2023-02-23,30.0,Website,329.86,Furniture,2022-02,1.0,2
36.0,F,Divorced,Low,2022-04-01,Complaint,Unresolved,2023-11-02,41.0,Online Banking,33.36,Clothing,2022-02,0.0,1
58.0,F,Divorced,Medium,2022-11-16,Feedback,Resolved,2023-11-07,42.0,Online Banking,93.75,Books,2022-04,0.0,2
33.0,F,Widowed,High,2022-04-11,Complaint,Resolved,2023-09-06,35.0,Mobile App,110.57,Books,2022-10,0.0,3
29.0,M,Married,Low,2022-11-16,Inquiry,Resolved,2023-08-14,1.0,Online Banking,326.29,Groceries,2022-07,1.0,1
56.0,F,Married,High,2022-08-21,Feedback,Unresolved,2023-06-12,40.0,Mobile App,218.4,Groceries,2022-04,0.0,3
65.0,M,Single,Low,2022-03-26,Inquiry,Resolved,2023-07-18,26.0,Online Banking,305.2,Clothing,2022-08,0.0,1
47.0,M,Single,High,2022-07-19,Inquiry,Resolved,2023-11-12,35.0,Online Banking,380.34,Groceries,2022-11,0.0,3
19.0,F,Single,Low,2022-09-14,Feedback,Resolved,2023-06-16,42.0,Mobile App,256.88,Clothing,2022-03,1.0,1
49.0,M,Divorced,High,2022-07-23,Complaint,Resolved,2023-06-03,7.0,Website,325.4,Electronics,2022-09,0.0,3
62.0,F,Divorced,Medium,2022-08-28,Complaint,Resolved,2023-07-22,4.0,Online Banking,396.79,Books,2022-02,0.0,2
42.0,M,Divorced,Low,2022-03-29,Feedback,Unresolved,2023-05-16,5.0,Website,330.62,Clothing,2022-07,0.0,1
42.0,M,Widowed,High,2022-07-07,Feedback,Resolved,2023-07-15,39.0,Online Banking,423.71,Groceries,2022-11,0.0,3
21.0,F,Single,High,2022-11-01,Feedback,Resolved,2023-03-10,11.0,Mobile App,227.58,Electronics,2022-07,0.0,3
36.0,M,Widowed,High,2022-01-13,Complaint,Resolved,2023-11-08,15.0,Online Banking,36.53,Groceries,2022-02,1.0,3
65.0,F,Single,High,2022-10-24,Complaint,Unresolved,2023-10-16,32.0,Website,300.42,Groceries,2022-12,0.0,3
21.0,F,Single,Medium,2022-11-24,Inquiry,Unresolved,2023-12-23,37.0,Website,134.67,Electronics,2022-08,0.0,2
60.0,F,Divorced,Medium,2022-09-20,Feedback,Resolved,2023-09-04,9.0,Online Banking,283.35,Furniture,2022-04,1.0,2
30.0,F,Married,Low,2022-12-13,Feedback,Resolved,2023-02-20,47.0,Online Banking,154.22,Furniture,2022-10,1.0,1
56.0,F,Single,Low,2022-04-03,Feedback,Unresolved,2023-09-08,32.0,Online Banking,180.48,Groceries,2022-11,0.0,1
53.0,F,Married,High,2022-05-21,Complaint,Resolved,2023-09-18,33.0,Website,49.88,Electronics,2022-11,0.0,3
40.0,M,Widowed,Low,2022-08-21,Inquiry,Resolved,2023-06-19,23.0,Online Banking,303.45,Clothing,2022-10,1.0,1
23.0,M,Divorced,High,2022-01-14,Feedback,Unresolved,2023-12-28,15.0,Mobile App,158.06,Books,2022-03,0.0,3
41.0,F,Single,Low,2022-05-11,Feedback,Resolved,2023-09-25,30.0,Online Banking,336.93,Furniture,2022-04,1.0,1
61.0,M,Divorced,Low,2022-01-21,Feedback,Unresolved,2023-01-13,16.0,Online Banking,316.09,Books,2022-06,1.0,1
50.0,M,Widowed,High,2022-08-04,Inquiry,Unresolved,2023-09-20,22.0,Mobile App,118.52,Clothing,2022-07,1.0,3
29.0,F,Married,Medium,2022-07-11,Feedback,Resolved,2023-10-09,43.0,Mobile App,170.22,Electronics,2022-12,1.0,2
58.0,M,Divorced,High,2022-08-12,Inquiry,Unresolved,2023-07-27,30.0,Online Banking,429.87,Furniture,2022-06,0.0,3
38.0,F,Divorced,Medium,2022-09-09,Complaint,Unresolved,2023-12-19,1.0,Mobile App,191.81,Groceries,2022-09,0.0,2
28.0,F,Single,Low,2022-02-11,Complaint,Resolved,2023-02-16,35.0,Online Banking,72.34,Books,2022-07,1.0,1
61.0,M,Married,Medium,2022-03-16,Feedback,Unresolved,2023-12-09,18.0,Website,298.44,Electronics,2022-05,0.0,2
55.0,F,Widowed,High,2022-11-24,Feedback,Unresolved,2023-06-21,15.0,Online Banking,223.89,Electronics,2022-06,0.0,3
46.0,F,Single,Low,2022-09-20,Inquiry,Resolved,2023-05-18,21.0,Online Banking,62.73,Books,2022-03,0.0,1
65.0,F,Divorced,Medium,2022-10-09,Inquiry,Resolved,2023-03-24,40.0,Mobile App,354.86,Groceries,2022-03,0.0,2
58.0,F,Divorced,Medium,2022-02-24,Feedback,Unresolved,2023-12-24,2.0,Online Banking,413.93,Groceries,2022-09,0.0,2
20.0,M,Married,High,2022-07-11,Feedback,Unresolved,2023-08-26,30.0,Online Banking,469.96,Groceries,2022-01,1.0,3
45.0,F,Widowed,Low,2022-01-08,Feedback,Resolved,2023-02-06,40.0,Website,361.72,Clothing,2022-08,0.0,1
37.0,M,Widowed,Low,2022-07-08,Complaint,Resolved,2023-01-09,32.0,Website,269.01,Furniture,2022-12,0.0,1
43.0,F,Divorced,Medium,2022-07-07,Inquiry,Unresolved,2023-03-24,28.0,Website,23.42,Books,2022-04,1.0,2
41.0,M,Widowed,Medium,2022-11-05,Complaint,Unresolved,2023-08-11,11.0,Online Banking,476.36,Electronics,2022-03,1.0,2
69.0,M,Single,Medium,2022-03-24,Complaint,Resolved,2023-12-03,7.0,Online Banking,50.08,Furniture,2022-07,0.0,2
64.0,F,Married,Low,2022-05-29,Complaint,Resolved,2023-08-25,1.0,Mobile App,401.25,Groceries,2022-02,1.0,1
38.0,M,Divorced,Medium,2022-09-24,Feedback,Resolved,2023-06-17,43.0,Mobile App,218.92,Furniture,2022-07,0.0,2
47.0,F,Widowed,Medium,2022-05-30,Complaint,Unresolved,2023-08-26,28.0,Mobile App,420.01,Books,2022-12,0.0,2
21.0,F,Widowed,Low,2022-12-18,Inquiry,Unresolved,2023-01-31,39.0,Website,34.48,Groceries,2022-12,0.0,1
53.0,M,Single,Low,2022-09-10,Complaint,Unresolved,2023-06-17,19.0,Mobile App,195.81,Groceries,2022-11,0.0,1
57.0,M,Widowed,High,2022-03-15,Complaint,Unresolved,2023-03-16,39.0,Online Banking,64.35,Groceries,2022-03,0.0,3
27.0,M,Single,Low,2022-09-30,Inquiry,Resolved,2023-08-24,32.0,Website,252.85,Books,2022-08,1.0,1
27.0,M,Married,Low,2022-02-23,Feedback,Resolved,2023-05-29,49.0,Online Banking,68.92,Clothing,2022-06,1.0,1
59.0,F,Divorced,High,2022-10-23,Complaint,Resolved,2023-02-04,30.0,Website,178.11,Groceries,2022-06,1.0,3
41.0,M,Single,Low,2022-06-26,Complaint,Unresolved,2023-12-28,2.0,Website,283.1,Books,2022-07,0.0,1
21.0,F,Widowed,High,2022-01-13,Complaint,Unresolved,2023-03-08,44.0,Online Banking,101.59,Clothing,2022-09,0.0,3
64.0,M,Widowed,Low,2022-04-15,Inquiry,Resolved,2023-04-06,43.0,Online Banking,433.0,Furniture,2022-06,0.0,1
44.0,M,Married,High,2022-10-13,Complaint,Resolved,2023-01-07,37.0,Online Banking,125.76,Groceries,2022-04,0.0,3
68.0,F,Single,Medium,2022-07-22,Complaint,Resolved,2023-11-24,19.0,Online Banking,127.82,Clothing,2022-01,0.0,2
62.0,M,Divorced,Medium,2022-07-12,Complaint,Unresolved,2023-12-19,26.0,Mobile App,341.18,Furniture,2022-03,0.0,2
21.0,F,Widowed,Medium,2022-07-28,Inquiry,Resolved,2023-06-16,1.0,Mobile App,138.07,Groceries,2022-07,0.0,2
49.0,M,Single,High,2022-04-16,Complaint,Unresolved,2023-04-12,42.0,Mobile App,365.65,Books,2022-07,0.0,3
27.0,M,Widowed,Medium,2022-05-13,Inquiry,Resolved,2023-10-28,28.0,Online Banking,462.05,Electronics,2022-09,1.0,2
28.0,F,Divorced,Low,2022-08-10,Feedback,Unresolved,2023-07-16,26.0,Online Banking,255.32,Clothing,2022-05,1.0,1
45.0,F,Single,High,2022-12-24,Inquiry,Resolved,2023-08-30,40.0,Mobile App,222.37,Books,2022-12,0.0,3
63.0,F,Widowed,Low,2022-07-22,Complaint,Unresolved,2023-01-24,35.0,Online Banking,295.23,Electronics,2022-11,0.0,1
25.0,F,Divorced,Low,2022-11-08,Feedback,Resolved,2023-06-15,3.0,Website,86.35,Books,2022-06,0.0,1
57.0,F,Single,Low,2022-06-06,Feedback,Resolved,2023-06-02,26.0,Online Banking,216.17,Groceries,2022-02,1.0,1
39.0,F,Single,High,2022-12-26,Inquiry,Resolved,2023-07-06,33.0,Mobile App,445.85,Clothing,2022-03,0.0,3
51.0,F,Married,Low,2022-05-30,Complaint,Unresolved,2023-02-22,22.0,Online Banking,356.52,Electronics,2022-10,0.0,1
62.0,M,Divorced,Medium,2022-04-18,Feedback,Unresolved,2023-04-12,6.0,Mobile App,326.58,Clothing,2022-11,0.0,2
52.0,F,Single,High,2022-03-03,Feedback,Unresolved,2023-11-19,42.0,Online Banking,314.01,Books,2022-04,0.0,3
52.0,M,Married,Medium,2022-05-20,Complaint,Resolved,2023-12-15,34.0,Online Banking,467.63,Clothing,2022-02,0.0,2
42.0,M,Single,High,2022-07-07,Feedback,Resolved,2023-07-22,3.0,Online Banking,305.23,Groceries,2022-04,1.0,3
51.0,F,Widowed,Low,2022-03-05,Inquiry,Resolved,2023-09-20,17.0,Online Banking,139.62,Electronics,2022-07,1.0,1
23.0,M,Married,Medium,2022-12-02,Inquiry,Resolved,2023-05-15,6.0,Mobile App,51.58,Electronics,2022-10,0.0,2
58.0,M,Single,High,2022-10-04,Inquiry,Unresolved,2023-08-31,42.0,Mobile App,101.31,Furniture,2022-12,0.0,3
54.0,F,Widowed,Low,2022-01-09,Feedback,Unresolved,2023-04-03,5.0,Website,10.61,Electronics,2022-06,1.0,1
18.0,M,Widowed,Low,2022-05-19,Feedback,Resolved,2023-06-10,20.0,Website,94.75,Clothing,2022-12,0.0,1
29.0,F,Widowed,High,2022-03-16,Inquiry,Unresolved,2023-03-21,1.0,Website,457.37,Groceries,2022-04,0.0,3
52.0,M,Married,High,2022-08-30,Inquiry,Unresolved,2023-11-14,24.0,Mobile App,218.36,Books,2022-02,0.0,3
23.0,M,Widowed,High,2022-12-18,Feedback,Unresolved,2023-09-15,9.0,Mobile App,252.72,Furniture,2022-01,0.0,3
34.0,F,Divorced,High,2022-06-08,Feedback,Unresolved,2023-09-26,15.0,Website,308.15,Electronics,2022-10,0.0,3
26.0,M,Single,Medium,2022-05-17,Feedback,Resolved,2023-12-06,37.0,Website,118.1,Electronics,2022-02,0.0,2
19.0,M,Divorced,High,2022-05-30,Inquiry,Unresolved,2023-01-26,18.0,Mobile App,91.91,Books,2022-11,0.0,3
35.0,F,Widowed,Low,2022-08-06,Feedback,Unresolved,2023-03-19,22.0,Online Banking,116.15,Groceries,2022-01,0.0,1
66.0,F,Widowed,Medium,2022-04-13,Inquiry,Resolved,2023-03-09,11.0,Website,272.02,Clothing,2022-08,0.0,2
53.0,M,Divorced,Low,2022-06-11,Complaint,Unresolved,2023-12-01,38.0,Mobile App,359.92,Electronics,2022-09,0.0,1
45.0,M,Married,Low,2022-04-10,Inquiry,Resolved,2023-10-06,3.0,Mobile App,387.43,Groceries,2022-03,0.0,1
58.0,F,Widowed,High,2022-07-23,Inquiry,Resolved,2023-08-23,29.0,Website,68.98,Electronics,2022-12,0.0,3
54.0,M,Widowed,Medium,2022-10-25,Feedback,Resolved,2023-11-04,46.0,Mobile App,189.74,Books,2022-11,0.0,2
66.0,F,Divorced,High,2022-06-13,Feedback,Unresolved,2023-10-15,32.0,Website,436.58,Clothing,2022-12,0.0,3
43.0,F,Widowed,Low,2022-10-16,Feedback,Resolved,2023-10-02,34.0,Online Banking,115.73,Furniture,2022-07,0.0,1
21.0,M,Widowed,High,2022-12-04,Inquiry,Unresolved,2023-02-18,8.0,Website,328.22,Groceries,2022-03,0.0,3
57.0,F,Married,High,2022-11-21,Inquiry,Resolved,2023-05-20,34.0,Online Banking,324.69,Furniture,2022-11,0.0,3
53.0,F,Married,High,2022-10-25,Inquiry,Unresolved,2023-04-28,5.0,Online Banking,229.33,Furniture,2022-03,0.0,3
68.0,M,Married,High,2022-11-17,Complaint,Unresolved,2023-07-15,9.0,Mobile App,124.41,Furniture,2022-04,0.0,3
48.0,F,Married,High,2022-12-21,Inquiry,Unresolved,2023-05-03,17.0,Mobile App,286.35,Furniture,2022-12,0.0,3
47.0,M,Married,High,2022-08-18,Complaint,Unresolved,2023-11-04,20.0,Mobile App,184.28,Electronics,2022-05,0.0,3
67.0,M,Widowed,Medium,2022-07-26,Feedback,Unresolved,2023-10-23,42.0,Mobile App,494.58,Clothing,2022-08,0.0,2
51.0,M,Single,High,2022-04-27,Feedback,Resolved,2023-04-16,27.0,Online Banking,118.54,Groceries,2022-11,0.0,3
36.0,F,Widowed,Medium,2022-02-03,Feedback,Unresolved,2023-07-05,5.0,Online Banking,195.94,Electronics,2022-10,0.0,2
35.0,M,Widowed,High,2022-09-08,Inquiry,Resolved,2023-07-07,46.0,Mobile App,165.51,Groceries,2022-07,1.0,3
47.0,M,Single,Medium,2022-03-27,Inquiry,Unresolved,2023-06-23,29.0,Website,417.53,Electronics,2022-07,0.0,2
38.0,M,Divorced,Low,2022-11-07,Feedback,Unresolved,2023-06-19,11.0,Online Banking,462.37,Furniture,2022-10,0.0,1
20.0,M,Single,Medium,2022-01-05,Inquiry,Unresolved,2023-03-21,26.0,Mobile App,209.63,Groceries,2022-06,0.0,2
23.0,F,Married,Medium,2022-06-03,Inquiry,Resolved,2023-10-09,23.0,Mobile App,202.31,Clothing,2022-02,1.0,2
55.0,F,Widowed,Low,2022-11-03,Inquiry,Resolved,2023-01-28,18.0,Mobile App,78.23,Clothing,2022-12,0.0,1
30.0,M,Married,High,2022-01-04,Feedback,Resolved,2023-06-02,20.0,Website,176.53,Books,2022-03,0.0,3
62.0,F,Single,High,2022-09-30,Inquiry,Resolved,2023-09-11,44.0,Website,165.81,Groceries,2022-09,0.0,3
20.0,F,Divorced,Medium,2022-09-29,Inquiry,Resolved,2023-03-12,21.0,Online Banking,19.43,Groceries,2022-09,0.0,2
65.0,F,Divorced,High,2022-07-20,Feedback,Resolved,2023-02-11,26.0,Online Banking,407.13,Electronics,2022-01,0.0,3
45.0,M,Widowed,High,2022-08-23,Complaint,Resolved,2023-10-30,32.0,Online Banking,150.04,Electronics,2022-12,0.0,3
39.0,F,Single,Low,2022-12-08,Inquiry,Unresolved,2023-11-20,1.0,Online Banking,84.61,Clothing,2022-02,0.0,1
57.0,F,Married,High,2022-03-16,Complaint,Resolved,2023-03-10,2.0,Website,285.49,Clothing,2022-08,1.0,3
57.0,F,Married,High,2022-12-28,Inquiry,Resolved,2023-02-23,4.0,Mobile App,30.24,Books,2022-11,0.0,3
29.0,F,Divorced,Medium,2022-06-07,Complaint,Resolved,2023-09-30,41.0,Online Banking,301.42,Clothing,2022-06,0.0,2
40.0,F,Widowed,High,2022-03-10,Complaint,Resolved,2023-03-26,10.0,Website,57.28,Electronics,2022-07,0.0,3
48.0,M,Single,High,2022-03-22,Inquiry,Unresolved,2023-08-27,28.0,Website,363.53,Groceries,2022-10,0.0,3
35.0,F,Married,Medium,2022-02-19,Feedback,Unresolved,2023-04-17,49.0,Mobile App,237.01,Books,2022-11,0.0,2
24.0,F,Divorced,Medium,2022-08-03,Inquiry,Unresolved,2023-08-13,37.0,Online Banking,228.66,Clothing,2022-05,0.0,2
25.0,M,Widowed,Medium,2022-01-17,Complaint,Unresolved,2023-09-18,17.0,Mobile App,191.33,Books,2022-06,0.0,2
36.0,M,Divorced,High,2022-05-21,Complaint,Unresolved,2023-01-02,30.0,Website,293.62,Furniture,2022-11,0.0,3
46.0,M,Widowed,High,2022-02-04,Complaint,Unresolved,2023-12-06,6.0,Website,421.42,Books,2022-12,0.0,3
61.0,M,Single,High,2022-02-28,Complaint,Unresolved,2023-12-13,11.0,Website,132.16,Clothing,2022-03,0.0,3
37.0,F,Divorced,High,2022-01-13,Feedback,Resolved,2023-01-18,11.0,Online Banking,404.42,Furniture,2022-12,0.0,3
67.0,F,Married,High,2022-11-27,Feedback,Resolved,2023-12-27,2.0,Mobile App,406.93,Electronics,2022-08,1.0,3
59.0,F,Widowed,High,2022-05-03,Complaint,Unresolved,2023-01-25,20.0,Mobile App,363.4,Clothing,2022-08,0.0,3
47.0,F,Divorced,Medium,2022-10-21,Inquiry,Unresolved,2023-08-26,34.0,Website,401.39,Furniture,2022-07,0.0,2
64.0,F,Widowed,Medium,2022-05-03,Feedback,Unresolved,2023-12-04,41.0,Mobile App,284.85,Clothing,2022-01,0.0,2
39.0,M,Divorced,High,2022-05-07,Inquiry,Resolved,2023-04-23,1.0,Website,492.36,Books,2022-12,0.0,3
27.0,F,Divorced,Low,2022-08-24,Complaint,Unresolved,2023-09-21,48.0,Mobile App,100.63,Furniture,2022-01,0.0,1
43.0,M,Single,Medium,2022-08-19,Complaint,Unresolved,2023-07-05,27.0,Online Banking,166.05,Groceries,2022-01,0.0,2
68.0,M,Married,High,2022-10-21,Complaint,Unresolved,2023-10-02,26.0,Online Banking,172.53,Groceries,2022-10,1.0,3
50.0,M,Divorced,Medium,2022-11-23,Complaint,Unresolved,2023-07-26,26.0,Online Banking,136.01,Clothing,2022-11,0.0,2
45.0,F,Single,Low,2022-10-01,Complaint,Unresolved,2023-06-27,8.0,Mobile App,331.07,Electronics,2022-01,0.0,1
27.0,F,Widowed,Medium,2022-12-30,Inquiry,Resolved,2023-09-08,29.0,Online Banking,184.84,Clothing,2022-01,0.0,2
46.0,M,Widowed,Medium,2022-06-23,Feedback,Unresolved,2023-01-07,17.0,Online Banking,388.6,Clothing,2022-11,0.0,2
61.0,M,Divorced,Medium,2022-11-22,Feedback,Resolved,2023-07-20,33.0,Mobile App,20.1,Clothing,2022-06,0.0,2
35.0,M,Married,Medium,2022-05-04,Complaint,Unresolved,2023-11-30,1.0,Online Banking,40.85,Electronics,2022-07,0.0,2
59.0,M,Widowed,High,2022-09-19,Inquiry,Unresolved,2023-08-20,24.0,Mobile App,114.94,Groceries,2022-02,0.0,3
18.0,M,Divorced,Low,2022-12-18,Complaint,Resolved,2023-04-23,25.0,Online Banking,236.95,Clothing,2022-11,0.0,1
40.0,M,Widowed,High,2022-06-10,Complaint,Resolved,2023-07-23,1.0,Mobile App,424.06,Groceries,2022-01,1.0,3
34.0,F,Single,Medium,2022-10-16,Feedback,Resolved,2023-09-02,26.0,Website,160.7,Groceries,2022-02,0.0,2
60.0,M,Divorced,Medium,2022-04-15,Feedback,Resolved,2023-03-19,16.0,Online Banking,102.27,Electronics,2022-10,1.0,2
54.0,M,Divorced,Medium,2022-03-14,Feedback,Resolved,2023-07-13,49.0,Online Banking,451.24,Clothing,2022-04,0.0,2
48.0,M,Divorced,Low,2022-02-10,Complaint,Unresolved,2023-01-06,33.0,Website,298.68,Clothing,2022-07,0.0,1
42.0,M,Single,Low,2022-05-26,Feedback,Resolved,2023-07-15,28.0,Mobile App,137.62,Clothing,2022-06,0.0,1
21.0,M,Divorced,High,2022-12-11,Feedback,Resolved,2023-09-10,45.0,Online Banking,211.69,Electronics,2022-04,0.0,3
69.0,F,Divorced,Medium,2022-12-27,Feedback,Resolved,2023-01-17,24.0,Mobile App,231.01,Electronics,2022-05,1.0,2
26.0,M,Single,Low,2022-10-03,Inquiry,Resolved,2023-05-03,36.0,Website,270.26,Furniture,2022-08,0.0,1
45.0,F,Widowed,Medium,2022-04-08,Feedback,Unresolved,2023-03-26,14.0,Online Banking,236.75,Clothing,2022-08,0.0,2
47.0,M,Single,High,2022-01-15,Complaint,Resolved,2023-04-19,49.0,Mobile App,317.21,Electronics,2022-06,0.0,3
64.0,M,Married,High,2022-08-04,Inquiry,Resolved,2023-08-14,5.0,Mobile App,412.42,Clothing,2022-06,1.0,3
41.0,F,Single,Low,2022-01-08,Inquiry,Unresolved,2023-01-01,27.0,Online Banking,443.75,Groceries,2022-03,0.0,1
50.0,M,Widowed,High,2022-11-20,Feedback,Resolved,2023-08-28,14.0,Mobile App,136.43,Clothing,2022-08,0.0,3
37.0,F,Divorced,Low,2022-07-06,Complaint,Unresolved,2023-10-29,24.0,Online Banking,208.07,Furniture,2022-08,1.0,1
26.0,F,Divorced,Medium,2022-03-10,Complaint,Resolved,2023-01-16,46.0,Website,58.9,Books,2022-05,0.0,2
25.0,F,Single,Low,2022-06-13,Complaint,Resolved,2023-09-16,28.0,Mobile App,214.25,Furniture,2022-09,0.0,1
41.0,F,Married,High,2022-03-30,Complaint,Resolved,2023-01-17,8.0,Online Banking,57.03,Clothing,2022-09,0.0,3
31.0,F,Single,Medium,2022-06-09,Complaint,Unresolved,2023-02-07,35.0,Website,238.78,Electronics,2022-12,0.0,2
35.0,F,Married,High,2022-02-21,Complaint,Unresolved,2023-06-22,47.0,Online Banking,259.91,Books,2022-08,0.0,3
18.0,M,Single,Medium,2022-12-06,Complaint,Unresolved,2023-06-15,35.0,Website,470.61,Books,2022-03,0.0,2
29.0,F,Married,Medium,2022-05-29,Complaint,Resolved,2023-10-26,23.0,Website,54.93,Books,2022-05,0.0,2
46.0,M,Married,Medium,2022-10-19,Inquiry,Resolved,2023-05-10,13.0,Online Banking,287.15,Clothing,2022-10,0.0,2
54.0,M,Divorced,Medium,2022-10-04,Feedback,Unresolved,2023-12-25,47.0,Online Banking,71.23,Clothing,2022-12,0.0,2
43.0,F,Married,High,2022-07-27,Feedback,Unresolved,2023-08-31,17.0,Website,253.82,Furniture,2022-06,0.0,3
50.0,F,Divorced,Low,2022-05-11,Complaint,Unresolved,2023-02-28,31.0,Website,226.68,Clothing,2022-04,0.0,1
60.0,F,Single,Medium,2022-10-28,Inquiry,Resolved,2023-05-11,10.0,Online Banking,256.72,Clothing,2022-03,0.0,2
32.0,M,Single,High,2022-08-12,Feedback,Unresolved,2023-08-22,36.0,Website,460.67,Clothing,2022-08,0.0,3
40.0,F,Single,High,2022-03-25,Inquiry,Resolved,2023-07-24,29.0,Online Banking,12.77,Furniture,2022-06,0.0,3
46.0,F,Single,High,2022-10-19,Complaint,Unresolved,2023-06-10,16.0,Mobile App,229.06,Clothing,2022-06,0.0,3
38.0,M,Single,Low,2022-05-12,Complaint,Resolved,2023-07-18,33.0,Website,239.0,Books,2022-12,1.0,1
36.0,F,Divorced,High,2022-10-25,Complaint,Resolved,2023-03-01,14.0,Mobile App,118.34,Books,2022-01,0.0,3
22.0,M,Single,High,2022-05-03,Feedback,Resolved,2023-08-21,7.0,Online Banking,377.08,Groceries,2022-04,0.0,3
40.0,F,Married,Low,2022-03-26,Feedback,Resolved,2023-12-26,33.0,Website,78.58,Clothing,2022-03,0.0,1
53.0,M,Widowed,High,2022-06-02,Complaint,Unresolved,2023-08-24,3.0,Mobile App,361.23,Groceries,2022-03,1.0,3
37.0,F,Divorced,High,2022-02-01,Complaint,Resolved,2023-10-23,26.0,Website,23.87,Books,2022-01,0.0,3
25.0,M,Married,Low,2022-05-15,Inquiry,Resolved,2023-10-30,39.0,Website,463.19,Books,2022-12,0.0,1
26.0,F,Widowed,Low,2022-05-25,Inquiry,Resolved,2023-08-21,5.0,Online Banking,444.26,Furniture,2022-11,1.0,1
31.0,F,Widowed,Low,2022-06-20,Feedback,Resolved,2023-04-04,23.0,Online Banking,110.82,Furniture,2022-04,1.0,1
23.0,M,Divorced,Medium,2022-05-03,Complaint,Unresolved,2023-02-18,33.0,Mobile App,145.39,Furniture,2022-01,0.0,2
18.0,F,Married,Low,2022-12-26,Inquiry,Unresolved,2023-07-21,30.0,Mobile App,340.38,Books,2022-05,0.0,1
26.0,F,Widowed,Medium,2022-08-18,Inquiry,Unresolved,2023-09-03,33.0,Mobile App,142.09,Furniture,2022-02,0.0,2
33.0,M,Widowed,Medium,2022-09-25,Feedback,Resolved,2023-12-04,43.0,Website,494.59,Clothing,2022-03,0.0,2
33.0,M,Divorced,Low,2022-12-21,Feedback,Resolved,2023-07-11,25.0,Online Banking,337.72,Groceries,2022-04,0.0,1
29.0,F,Single,Medium,2022-08-05,Feedback,Resolved,2023-07-22,22.0,Online Banking,481.02,Clothing,2022-08,1.0,2
22.0,M,Widowed,High,2022-05-05,Complaint,Unresolved,2023-05-07,1.0,Online Banking,97.01,Groceries,2022-07,1.0,3
57.0,F,Divorced,High,2022-11-16,Feedback,Resolved,2023-05-10,10.0,Online Banking,143.57,Books,2022-02,0.0,3
46.0,F,Divorced,Low,2022-02-18,Complaint,Unresolved,2023-10-09,23.0,Online Banking,232.38,Clothing,2022-02,0.0,1
63.0,M,Married,Medium,2022-05-01,Feedback,Unresolved,2023-06-02,33.0,Website,233.29,Books,2022-01,0.0,2
44.0,M,Divorced,High,2022-06-05,Complaint,Resolved,2023-03-19,39.0,Online Banking,42.55,Groceries,2022-02,0.0,3
28.0,F,Divorced,Medium,2022-05-27,Inquiry,Resolved,2023-08-22,28.0,Website,458.03,Clothing,2022-03,0.0,2
64.0,M,Single,Medium,2022-04-08,Feedback,Unresolved,2023-08-11,43.0,Mobile App,116.25,Groceries,2022-01,1.0,2
67.0,F,Widowed,High,2022-08-03,Feedback,Resolved,2023-08-30,8.0,Online Banking,404.4,Electronics,2022-10,0.0,3
45.0,M,Married,Low,2022-09-07,Complaint,Unresolved,2023-10-28,27.0,Mobile App,165.4,Clothing,2022-01,1.0,1
69.0,F,Divorced,Medium,2022-10-07,Complaint,Resolved,2023-02-25,5.0,Online Banking,220.53,Furniture,2022-09,0.0,2
53.0,F,Married,High,2022-02-22,Inquiry,Resolved,2023-12-29,15.0,Website,351.3,Furniture,2022-01,0.0,3
59.0,F,Widowed,Low,2022-11-17,Inquiry,Resolved,2023-08-25,48.0,Mobile App,273.85,Clothing,2022-12,1.0,1
36.0,F,Divorced,Medium,2022-04-27,Feedback,Unresolved,2023-10-14,22.0,Online Banking,477.4,Groceries,2022-06,0.0,2
52.0,F,Divorced,Medium,2022-01-13,Complaint,Resolved,2023-01-20,35.0,Mobile App,222.83,Books,2022-11,0.0,2
69.0,F,Married,Medium,2022-11-17,Complaint,Resolved,2023-08-09,30.0,Online Banking,105.33,Groceries,2022-08,0.0,2
48.0,F,Single,Medium,2022-09-22,Inquiry,Unresolved,2023-09-20,48.0,Website,64.14,Books,2022-12,1.0,2
61.0,M,Widowed,Low,2022-03-30,Inquiry,Resolved,2023-12-31,44.0,Website,309.33,Clothing,2022-04,0.0,1
36.0,M,Widowed,Medium,2022-10-21,Complaint,Unresolved,2023-03-16,33.0,Website,368.18,Furniture,2022-07,0.0,2
63.0,M,Widowed,High,2022-12-02,Inquiry,Unresolved,2023-09-04,30.0,Online Banking,131.06,Books,2022-08,0.0,3
41.0,F,Divorced,High,2022-06-24,Inquiry,Resolved,2023-06-18,36.0,Online Banking,224.81,Groceries,2022-08,0.0,3
